Sr.,Stock Name,Symbol,Links,%Chg,Price,Volume
"2025","UTI Asset Management Company Ltd","UTIAMC","P&F | F.A","-1.19","1132.80","247293"
"2026","Bansal Wire Industries Ltd","BANSALWIRE","P&F | F.A","-1.19","315.75","28578"
"2027","Foseco India Limited","FOSECOIND","P&F | F.A","-1.20","5120.50","391"
"2028","Zinka Logistics Solutions Ltd","BLACKBUCK","P&F | F.A","-1.20","645.85","134294"
"2029","Jaro Institute of Technol. Mgt. and Research Ltd","JARO","P&F | F.A","-1.20","550.65","61215"
"2030","Aegis Vopak Terminals Ltd","AEGISVOPAK","P&F | F.A","-1.20","246.80","170950"
"2031","Kernex Microsystems (india) Limited","KERNEX","P&F | F.A","-1.21","1014.00","37381"
"2032","Sundrop Brands Ltd","SUNDROP","P&F | F.A","-1.21","708.25","2900"
"2033","Munjal Showa Limited","MUNJALSHOW","P&F | F.A","-1.21","122.80","16232"
"2034","Bharat Gears Limited","BHARATGEAR","P&F | F.A","-1.21","103.10","9326"
"2035","Zen Technologies Limited","ZENTEC","P&F | F.A","-1.23","1372.00","87359"
"2036","Panacea Biotec Limited","PANACEABIO","P&F | F.A","-1.23","358.80","88829"
"2037","Triveni Engineering & Industries Limited","TRIVENI","P&F | F.A","-1.23","353.45","198969"
"2038","Jubilant Agri & Consumer Products Ltd","JUBLCPL","P&F | F.A","-1.24","2310.00","1174"
"2039","Skf India Limited","SKFINDIA","P&F | F.A","-1.24","1798.80","18777"
"2040","Indo-national Limited","NIPPOBATRY","P&F | F.A","-1.24","419.75","4681"
"2041","Hindustan Composites Limited","HINDCOMPOS","P&F | F.A","-1.24","414.95","1681"
"2042","Apollo Micro Systems Ltd","APOLLO","P&F | F.A","-1.25","233.05","2800627"
"2043","United Drilling Tools Ltd","UNIDT","P&F | F.A","-1.25","207.93","12370"
"2044","Century Plyboards (india) Limited","CENTURYPLY","P&F | F.A","-1.26","833.40","21079"
"2045","KRN Heat Exchanger and Refrigeration Ltd","KRN","P&F | F.A","-1.26","765.45","70965"
"2046","Kamat Hotels (i) Limited","KAMATHOTEL","P&F | F.A","-1.26","228.91","17451"
"2047","Borosil Scientific Ltd","BOROSCI","P&F | F.A","-1.26","124.20","18683"
"2048","Beta Drugs Ltd","BETA","P&F | F.A","-1.27","1622.00","1062"
"2049","Antony Waste Handling Cell Ltd","AWHCL","P&F | F.A","-1.27","439.50","34501"
"2050","Gujarat Themis Biosyn Ltd","GUJTHEM","P&F | F.A","-1.27","385.05","13851"
"2051","Strides Shasun Limited","STAR","P&F | F.A","-1.28","871.25","96709"
"2052","Pokarna Limited","POKARNA","P&F | F.A","-1.29","854.35","29843"
"2053","Nitin Spinners Limited","NITINSPIN","P&F | F.A","-1.29","313.55","17198"
"2054","Mirc Electronics Limited","MIRCELECTR","P&F | F.A","-1.29","24.56","39550"
"2055","Bharat Forge Limited","BHARATFORG","P&F | F.A","-1.30","1408.00","332360"
"2056","Mangal Credit & Fincorp Ltd","MANCREDIT","P&F | F.A","-1.30","171.95","18101"
"2057","Travel Food Services Ltd","TRAVELFOOD","P&F | F.A","-1.31","1269.60","10433"
"2058","J.kumar Infraprojects Limited","JKIL","P&F | F.A","-1.31","556.90","35967"
"2059","Nrb Industrial Bearings Limited","NIBL","P&F | F.A","-1.31","30.10","6718"
"2060","Force Motors Ltd","FORCEMOT","P&F | F.A","-1.32","17185.00","16853"
"2061","Vadilal Industries Limited","VADILALIND","P&F | F.A","-1.32","5060.00","5451"
"2062","Tinna Rubber & Infrastructure Ltd","TINNARUBR","P&F | F.A","-1.32","787.05","9859"
"2063","Prestige Estates Projects Limited","PRESTIGE","P&F | F.A","-1.33","1638.80","186487"
"2064","SecureKloud Technologies Ltd","SECURKLOUD","P&F | F.A","-1.33","24.56","13688"
"2065","Ador Welding Ltd","ADOR","P&F | F.A","-1.34","1059.20","6124"
"2066","Butterfly Gandhimathi Appliances Limited","BUTTERFLY","P&F | F.A","-1.34","679.55","1300"
"2067","Solarworld Energy Solutions Ltd","SOLARWORLD","P&F | F.A","-1.34","283.50","39548"
"2068","Inox Green Energy Services Ltd","INOXGREEN","P&F | F.A","-1.34","201.30","445397"
"2069","L&t Technology Services Limited","LTTS","P&F | F.A","-1.35","4612.80","28496"
"2070","Dr Agarwals Health Care Ltd","AGARWALEYE","P&F | F.A","-1.35","498.90","52216"
"2071","Somi Conveyor Beltings Limited","SOMICONVEY","P&F | F.A","-1.35","130.50","1803"
"2072","Anuh Pharma Ltd","ANUHPHR","P&F | F.A","-1.35","78.24","26130"
"2073","Max Financial Services Limited","MFSL","P&F | F.A","-1.36","1695.60","372471"
"2074","Thomas Scott (india) Limited","THOMASCOTT","P&F | F.A","-1.36","344.20","5693"
"2075","Arfin India Ltd","ARFIN","P&F | F.A","-1.36","64.00","112501"
"2076","Sundaram Clayton Ltd","SUNCLAY","P&F | F.A","-1.38","1254.00","2740"
"2077","Welspun Living Ltd","WELSPUNLIV","P&F | F.A","-1.38","135.46","775444"
"2078","Prism Johnson Ltd","PRSMJOHNSN","P&F | F.A","-1.38","128.95","144340"
"2079","Ethos Ltd","ETHOSLTD","P&F | F.A","-1.39","3007.50","4991"
"2080","JSW Cement Ltd","JSWCEMENT","P&F | F.A","-1.39","119.55","2107252"
"2081","Sarthak Metals Ltd","SMLT","P&F | F.A","-1.39","96.44","21101"
"2082","J.G.Chemicals Ltd","JGCHEM","P&F | F.A","-1.40","362.15","51669"
"2083","Ecos (India) Mobility & Hospitality Ltd","ECOSMOBLTY","P&F | F.A","-1.40","226.60","66837"
"2084","Shree Renuka Sugars Limited","RENUKA","P&F | F.A","-1.40","26.83","801789"
"2085","Alembic Pharmaceuticals Limited","APLLTD","P&F | F.A","-1.41","864.50","38552"
"2086","Oriental Hotels Limited","ORIENTHOT","P&F | F.A","-1.41","104.85","93335"
"2087","Avalon Technologies Ltd","AVALON","P&F | F.A","-1.42","858.35","59187"
"2088","V-mart Retail Limited","VMART","P&F | F.A","-1.42","750.10","11685"
"2089","Sapphire Foods India Ltd","SAPPHIRE","P&F | F.A","-1.42","234.69","144721"
"2090","Bharat Wire Ropes Limited","BHARATWIRE","P&F | F.A","-1.42","175.58","42664"
"2091","Vishal Mega Mart Ltd","VMM","P&F | F.A","-1.43","132.84","3848113"
"2092","Ptc India Financial Services Limited","PFS","P&F | F.A","-1.43","33.79","224007"
"2093","Atlanta Electricals Ltd","ATLANTAELE","P&F | F.A","-1.44","911.75","27779"
"2094","Thyrocare Technologies Limited","THYROCARE","P&F | F.A","-1.47","429.35","169663"
"2095","Indus Towers Ltd (Bharti Infratel)","INDUSTOWER","P&F | F.A","-1.47","409.10","7583945"
"2096","Hindprakash Industries Ltd","HPIL","P&F | F.A","-1.47","130.25","2599"
"2097","P N Gadgil Jewellers Ltd","PNGJL","P&F | F.A","-1.48","600.20","75249"
"2098","Canara Robeco Asset Management Company Ltd","CRAMC","P&F | F.A","-1.48","293.85","195197"
"2099","Piramal Pharma Ltd","PPLPHARMA","P&F | F.A","-1.48","171.87","1436126"
"2100","Carysil Ltd","CARYSIL","P&F | F.A","-1.49","913.90","41952"
"2101","HDB Financial Services Ltd","HDBFS","P&F | F.A","-1.49","754.35","233136"
"2102","Hilton Metal Forging Limited","HILTON","P&F | F.A","-1.49","40.22","28922"
"2103","Mahanagar Telephone Nigam Limited","MTNL","P&F | F.A","-1.49","36.31","445376"
"2104","Unimech Aerospace and Manufacturing Ltd","UNIMECH","P&F | F.A","-1.50","930.05","29622"
"2105","Amanta Healthcare Ltd","AMANTA","P&F | F.A","-1.50","104.02","5707"
"2106","The Jammu & Kashmir Bank Limited","J&KBANK","P&F | F.A","-1.50","100.99","1536791"
"2107","E2E Networks Ltd","E2E","P&F | F.A","-1.51","2073.00","44327"
"2108","Signpost India Ltd","SIGNPOST","P&F | F.A","-1.51","218.33","4478"
"2109","Plastiblends India Limited","PLASTIBLEN","P&F | F.A","-1.51","160.80","3693"
"2110","Wonder Electricals Ltd","WEL","P&F | F.A","-1.52","168.69","68202"
"2111","International Conveyors Ltd","INTLCONV","P&F | F.A","-1.52","92.76","40353"
"2112","Arvind Smartspaces Limited","ARVSMART","P&F | F.A","-1.53","586.50","10736"
"2113","SRG Housing Finance Ltd","SRGHFL","P&F | F.A","-1.53","264.05","474"
"2114","Ipca Laboratories Limited","IPCALAB","P&F | F.A","-1.54","1443.30","58631"
"2115","Seshaasai Technologies Ltd","STYL","P&F | F.A","-1.54","291.05","41972"
"2116","Hind Rectifiers Limited","HIRECT","P&F | F.A","-1.55","1461.10","6185"
"2117","Welspun Enterprises Limited","WELENT","P&F | F.A","-1.55","506.40","87151"
"2118","Jagsonpal Pharmaceuticals Limited","JAGSNPHARM","P&F | F.A","-1.55","199.32","29378"
"2119","Eicher Motors Limited","EICHERMOT","P&F | F.A","-1.56","7116.00","277329"
"2120","Sanstar Ltd","SANSTAR","P&F | F.A","-1.56","91.45","80025"
"2121","Honasa Consumer Ltd","HONASA","P&F | F.A","-1.57","257.35","618958"
"2122","Anupam Rasayan India Ltd","ANURAS","P&F | F.A","-1.58","1286.60","324947"
"2123","Chalet Hotels Ltd","CHALET","P&F | F.A","-1.58","885.95","48568"
"2124","SAATVIKGL","SAATVIKGL","P&F | F.A","-1.58","369.60","53637"
"2125","Nocil Limited","NOCIL","P&F | F.A","-1.58","156.37","246686"
"2126","BCL Industries Ltd","BCLIND","P&F | F.A","-1.58","31.82","335209"
"2127","Atul Limited","ATUL","P&F | F.A","-1.59","5833.50","5524"
"2128","Remsons Industries Limited","REMSONSIND","P&F | F.A","-1.59","116.35","55032"
"2129","Airo Lam Ltd","AIROLAM","P&F | F.A","-1.60","102.00","1671"
"2130","Blue Jet Healthcare Ltd","BLUEJET","P&F | F.A","-1.61","549.55","175864"
"2131","Salona Cotspin Limited","SALONA","P&F | F.A","-1.61","280.45","1784"
"2132","Elin Electronics Ltd","ELIN","P&F | F.A","-1.61","167.85","29836"
"2133","Niraj Cement Structurals Ltd","NIRAJ","P&F | F.A","-1.61","34.14","44458"
"2134","Medi Assist Healthcare Services Ltd","MEDIASSIST","P&F | F.A","-1.62","461.65","69683"
"2135","Mahindra & Mahindra Limited","M&M","P&F | F.A","-1.63","3619.70","1015238"
"2136","Vikram Solar Ltd","VIKRAMSOLR","P&F | F.A","-1.63","239.10","491905"
"2137","Lagnam Spintex Ltd","LAGNAM","P&F | F.A","-1.64","67.01","3428"
"2138","PSP Projects","PSPPROJECT","P&F | F.A","-1.65","883.40","33892"
"2139","Campus Activewear Ltd","CAMPUS","P&F | F.A","-1.65","259.00","164099"
"2140","Satia Industries Ltd","SATIA","P&F | F.A","-1.66","66.16","71270"
"2141","SCODATUBES","SCODATUBES","P&F | F.A","-1.67","154.60","128838"
"2142","Shemaroo Entertainment Limited","SHEMAROO","P&F | F.A","-1.67","107.10","2130"
"2143","TCPL Packaging Ltd","TCPLPACK","P&F | F.A","-1.68","2939.50","1773"
"2144","Aurionpro Solutions Limited","AURIONPRO","P&F | F.A","-1.68","1132.20","29473"
"2145","DCM Nouvelle Ltd","DCMNVL","P&F | F.A","-1.68","127.02","8024"
"2146","Kingfa Science & Technology (india) Limited","KINGFA","P&F | F.A","-1.69","3788.00","1627"
"2147","Supriya Lifescience Ltd","SUPRIYA","P&F | F.A","-1.69","731.90","50423"
"2148","Poonawalla Fincorp Ltd","POONAWALLA","P&F | F.A","-1.69","443.80","513995"
"2149","Balaji Telefilms Limited","BALAJITELE","P&F | F.A","-1.69","107.00","95717"
"2150","Ratnamani Metals & Tubes Limited","RATNAMANI","P&F | F.A","-1.70","2410.10","6584"
"2151","Camlin Fine Sciences Limited","CAMLINFINE","P&F | F.A","-1.70","161.05","483046"
"2152","HEC Infra Projects Ltd","HECPROJECT","P&F | F.A","-1.70","125.96","4079"
"2153","Lokesh Machines Limited","LOKESHMACH","P&F | F.A","-1.71","170.65","102043"
"2154","Pnb Housing Finance Limited","PNBHOUSING","P&F | F.A","-1.73","920.90","1641616"
"2155","Vertoz Ltd","VERTOZ","P&F | F.A","-1.73","73.85","184955"
"2156","Kilitch Drugs (india) Limited","KILITCH","P&F | F.A","-1.77","335.60","13521"
"2157","Oil & Natural Gas Corporation Limited","ONGC","P&F | F.A","-1.77","233.80","9585334"
"2158","Chembond Chemicals Ltd","CHEMBONDCH","P&F | F.A","-1.77","157.48","6784"
"2159","NACL Industries Ltd","NACLIND","P&F | F.A","-1.80","168.86","132962"
"2160","Orkla India Ltd","ORKLAINDIA","P&F | F.A","-1.81","613.35","74468"
"2161","IIFL Capital Services Ltd","IIFLCAPS","P&F | F.A","-1.81","314.00","167941"
"2162","Innova Captab Ltd","INNOVACAP","P&F | F.A","-1.82","708.25","10992"
"2163","Sterling & Wilson Renewable Energy Ltd","SWSOLAR","P&F | F.A","-1.82","213.90","671765"
"2164","Hyundai Motor India Ltd","HYUNDAI","P&F | F.A","-1.83","2299.40","891569"
"2165","KPIT Technologies Ltd","KPITTECH","P&F | F.A","-1.83","1215.30","588589"
"2166","Pi Industries Limited","PIIND","P&F | F.A","-1.85","3250.00","113165"
"2167","Fujiyama Power Systems Ltd","UTLSOLAR","P&F | F.A","-1.85","201.00","216006"
"2168","Sigachi Industries Ltd","SIGACHI","P&F | F.A","-1.85","34.44","784661"
"2169","Bls International Services Limited","BLS","P&F | F.A","-1.87","314.65","575638"
"2170","Garware Hi Tech Films Ltd","GRWRHITECH","P&F | F.A","-1.89","3620.00","26123"
"2171","Albert David Limited","ALBERTDAVD","P&F | F.A","-1.90","755.70","2433"
"2172","TVS Holdings Ltd","TVSHLTD","P&F | F.A","-1.91","14323.00","2329"
"2173","Shilpa Medicare Limited","SHILPAMED","P&F | F.A","-1.92","324.80","239264"
"2174","Odigma Consultancy Solutions Ltd","ODIGMA","P&F | F.A","-1.92","31.65","6271"
"2175","Izmo Limited","IZMO","P&F | F.A","-1.93","836.10","20347"
"2176","Wework India Management Ltd","WEWORK","P&F | F.A","-1.94","582.30","84595"
"2177","Orient Paper & Industries Limited","ORIENTPPR","P&F | F.A","-1.94","22.79","259563"
"2178","Dev Accelerator Ltd","DEVX","P&F | F.A","-1.96","43.01","87789"
"2179","Dharmaj Crop Guard Ltd","DHARMAJ","P&F | F.A","-1.98","232.89","18297"
"2180","Sonam Ltd","SONAMLTD","P&F | F.A","-1.98","42.62","24181"
"2181","Sri Lotus Developers & Realty Ltd","LOTUSDEV","P&F | F.A","-1.99","153.45","280041"
"2182","Supreme Holdings & Hospitality Ltd","SUPREME","P&F | F.A","-1.99","79.43","19901"
"2183","Nitiraj Engineers Ltd","NITIRAJ","P&F | F.A","-2.00","193.00","832"
"2184","Ester Industries Limited","ESTER","P&F | F.A","-2.00","105.07","30348"
"2185","Ponni Sugars (erode) Limited","PONNIERODE","P&F | F.A","-2.03","277.00","9171"
"2186","Sampann Utpadan India Ltd","SAMPANN","P&F | F.A","-2.08","31.98","19887"
"2187","Paradeep Phosphates Ltd","PARADEEP","P&F | F.A","-2.09","153.02","1405010"
"2188","Intrasoft Technologies Limited","ISFT","P&F | F.A","-2.09","97.68","8939"
"2189","Nupur Recyclers Ltd","NRL","P&F | F.A","-2.09","59.11","21320"
"2190","Mrs Bectors Food Specialities Ltd","BECTORFOOD","P&F | F.A","-2.10","265.50","194791"
"2191","Jsw Holdings Limited","JSWHL","P&F | F.A","-2.12","21695.00","3749"
"2192","Anjani Portland Cement Ltd.-$","APCL","P&F | F.A","-2.12","120.00","4260"
"2193","S. P. Apparels Limited","SPAL","P&F | F.A","-2.13","711.30","14421"
"2194","Tejas Networks","TEJASNET","P&F | F.A","-2.13","469.15","707355"
"2195","Kross Ltd","KROSS","P&F | F.A","-2.13","173.89","168023"
"2196","Sportking India Ltd","SPORTKING","P&F | F.A","-2.14","87.83","43824"
"2197","Orchid Pharma Ltd","ORCHPHARMA","P&F | F.A","-2.15","831.70","15300"
"2198","Modis Navnirman Ltd","MODIS","P&F | F.A","-2.15","338.35","172"
"2199","PINELABS","PINELABS","P&F | F.A","-2.15","232.05","709409"
"2200","Aditya Birla Fashion And Retail Limited","ABFRL","P&F | F.A","-2.16","75.99","1327036"
"2201","Emcure Pharmaceuticals Ltd","EMCURE","P&F | F.A","-2.17","1407.40","66365"
"2202","Gokaldas Exports Limited","GOKEX","P&F | F.A","-2.17","830.45","76641"
"2203","Signet Industries Ltd","SIGIND","P&F | F.A","-2.17","54.59","8104"
"2204","Paisalo Digital Ltd","PAISALO","P&F | F.A","-2.17","36.99","2019778"
"2205","Shree Pushkar Chemicals & Fertilisers Limited","SHREEPUSHK","P&F | F.A","-2.19","375.30","16827"
"2206","Aspinwall And Company Limited","ASPINWALL","P&F | F.A","-2.20","231.60","133"
"2207","Cholamandalam Financial Holdings Ltd","CHOLAHLDNG","P&F | F.A","-2.21","1893.90","79822"
"2208","Tenneco Clean Air India Ltd","TENNIND","P&F | F.A","-2.22","462.50","695887"
"2209","Patel Engineering Limited","PATELENG","P&F | F.A","-2.22","29.47","4773361"
"2210","PTC Industries Ltd","PTCIL","P&F | F.A","-2.23","17829.00","8359"
"2211","New India Assurance Company Ltd","NIACL","P&F | F.A","-2.23","168.09","506226"
"2212","Manaksia Limited","MANAKSIA","P&F | F.A","-2.23","60.40","12509"
"2213","Foods & Inns Ltd","FOODSIN","P&F | F.A","-2.24","71.88","346216"
"2214","Gensol Engineering Ltd","GENSOL","P&F | F.A","-2.25","27.41","46798"
"2215","Mahalaxmi Rubtech Ltd","MHLXMIRU","P&F | F.A","-2.27","219.81","4955"
"2216","Le Travenues Technology Ltd","IXIGO","P&F | F.A","-2.28","250.20","558111"
"2217","Euro Pratik Sales Ltd","EUROPRATIK","P&F | F.A","-2.30","294.65","56503"
"2218","Raghav Productivity Enhancers Ltd","RPEL","P&F | F.A","-2.31","971.20","17571"
"2219","Sudeep Pharma Ltd","SUDEEPPHRM","P&F | F.A","-2.32","682.55","151817"
"2220","Veranda Learning Solutions Ltd","VERANDA","P&F | F.A","-2.33","185.70","145667"
"2221","Acutaas Chemicals Ltd","ACUTAAS","P&F | F.A","-2.35","1624.90","94005"
"2222","Coastal Corporation Ltd","COASTCORP","P&F | F.A","-2.38","42.75","26725"
"2223","Parag Milk Foods Limited","PARAGMILK","P&F | F.A","-2.39","312.35","412349"
"2224","Zim Laboratories Ltd","ZIMLAB","P&F | F.A","-2.39","71.60","14959"
"2225","Metro Brands Ltd","METROBRAND","P&F | F.A","-2.42","1137.00","16531"
"2226","Megastar Foods Ltd","MEGASTAR","P&F | F.A","-2.46","246.21","1654"
"2227","Industrial Investment Trust Limited","IITL","P&F | F.A","-2.46","167.21","2131"
"2228","HDFC Asset Management Company Ltd","HDFCAMC","P&F | F.A","-2.48","2608.40","352969"
"2229","Asian Granito India Limited","ASIANTILES","P&F | F.A","-2.50","61.95","262875"
"2230","Pritish Nandy Communications Limited","PNC","P&F | F.A","-2.50","26.52","1598"
"2231","BSE (Bombay stock exchange)","BSE","P&F | F.A","-2.52","2666.00","2321152"
"2232","Mukand Limited","MUKANDLTD","P&F | F.A","-2.53","133.44","40206"
"2233","Ramco Systems Limited","RAMCOSYS","P&F | F.A","-2.55","641.95","76056"
"2234","Shreyans Industries Limited","SHREYANIND","P&F | F.A","-2.62","176.00","4771"
"2235","Rainbow Childrens Medicare Ltd","RAINBOW","P&F | F.A","-2.63","1348.40","102125"
"2236","Fabtech Technologies Ltd","FABTECH","P&F | F.A","-2.64","232.76","800715"
"2237","Aditya Birla Capital Ltd","ABCAPITAL","P&F | F.A","-2.65","353.35","2432639"
"2238","Ucal Ltd","UCAL","P&F | F.A","-2.65","112.20","3020"
"2239","Motilal Oswal Financial Services Limited","MOTILALOFS","P&F | F.A","-2.66","841.55","516377"
"2240","Ravindra Energy Ltd","RELTD","P&F | F.A","-2.67","161.10","40998"
"2241","Kaya Limited","KAYA","P&F | F.A","-2.68","346.25","1176"
"2242","Visa Steel Limited","VISASTEEL","P&F | F.A","-2.72","47.57","9546"
"2243","Arvee Laboratories (India) Ltd","ARVEE","P&F | F.A","-2.74","198.52","3471"
"2244","Global Surfaces Ltd","GSLSU","P&F | F.A","-2.74","115.20","17180"
"2245","Sterlite Technologies Limited","STLTECH","P&F | F.A","-2.74","97.85","437522"
"2246","GE Vernova T&D India Ltd","GVT&D","P&F | F.A","-2.75","2967.00","127550"
"2247","Rajshree Sugars & Chemicals Limited","RAJSREESUG","P&F | F.A","-2.75","36.75","68076"
"2248","Ifb Agro Industries Limited","IFBAGRO","P&F | F.A","-2.80","1221.00","9199"
"2249","Apex Frozen Foods","APEX","P&F | F.A","-2.82","258.90","181496"
"2250","Ratnaveer Precision Engineering Ltd","RATNAVEER","P&F | F.A","-2.82","154.99","674944"
"2251","Total Transport Systems Ltd","TOTAL","P&F | F.A","-2.83","78.00","10167"
"2252","Anik Industries Limited","ANIKINDS","P&F | F.A","-2.85","53.51","146944"
"2253","Automotive Axles Limited","AUTOAXLES","P&F | F.A","-2.91","1816.00","6842"
"2254","Stove Kraft Ltd","STOVEKRAFT","P&F | F.A","-2.95","602.95","34383"
"2255","Markolines Pavement Technologies Ltd","MARKOLINES","P&F | F.A","-2.96","165.44","65393"
"2256","Autoline Industries Limited","AUTOIND","P&F | F.A","-2.99","71.96","80868"
"2257","W S Industries (i) Limited","WSI","P&F | F.A","-3.10","81.08","129575"
"2258","Nagreeka Capital & Infrastructure Limited","NAGREEKCAP","P&F | F.A","-3.14","26.25","2337"
"2259","Sical Logistics Ltd","SICALLOG","P&F | F.A","-3.18","93.90","2413"
"2260","Arkade Developers Ltd","ARKADE","P&F | F.A","-3.30","138.42","844654"
"2261","Physicswallah Ltd","PWL","P&F | F.A","-3.31","131.49","12973152"
"2262","Restaurant Brands Asia Ltd","RBA","P&F | F.A","-3.33","65.65","5598574"
"2263","Raymond Lifestyle Ltd","RAYMONDLSL","P&F | F.A","-3.42","1100.10","110746"
"2264","Emmvee Photovoltaic Power Ltd","EMMVEE","P&F | F.A","-3.47","187.00","1409426"
"2265","The Hi-tech Gears Limited","HITECHGEAR","P&F | F.A","-3.48","666.00","1669"
"2266","Emami Realty Ltd","EMAMIREAL","P&F | F.A","-3.48","82.68","17819"
"2267","Shiva Mills Ltd","SHIVAMILLS","P&F | F.A","-3.51","59.10","4153"
"2268","Ccl Products (india) Limited","CCL","P&F | F.A","-3.53","989.10","305710"
"2269","Sintercom India Ltd","SINTERCOM","P&F | F.A","-3.56","102.00","30392"
"2270","Websol Energy System Limited","WEBELSOLAR","P&F | F.A","-3.66","86.67","5516200"
"2271","Andhra Cements Ltd","ACL","P&F | F.A","-3.75","70.76","3568"
"2272","Aban Offshore Limited","ABAN","P&F | F.A","-3.75","29.30","57958"
